Entity,Day,Daily hospital occupancy per million
Israel,2022-10-02,46.672
Israel,2022-10-03,45.19
Israel,2022-10-04,44.026
Israel,2022-10-05,41.486
Israel,2022-10-06,44.555
Israel,2022-10-07,43.708
Israel,2022-10-08,43.814
Israel,2022-10-09,45.507
Israel,2022-10-10,44.132
Israel,2022-10-11,45.296
Israel,2022-10-12,43.497
Israel,2022-10-13,42.65
Israel,2022-10-14,40.639
Israel,2022-10-15,41.274
Israel,2022-10-16,42.968
Israel,2022-10-17,41.38
Israel,2022-10-18,45.825
Israel,2022-10-19,44.978
Israel,2022-10-20,42.65
Israel,2022-10-21,42.333
Israel,2022-10-22,41.592
Israel,2022-10-23,42.65
Israel,2022-10-24,42.544
Israel,2022-10-25,41.486
Israel,2022-10-26,41.909
Israel,2022-10-27,42.65
Israel,2022-10-28,43.073
Israel,2022-10-29,45.402
Israel,2022-10-30,48.682
Israel,2022-10-31,47.095
Israel,2022-11-01,45.613
Israel,2022-11-02,47.412
Israel,2022-11-03,47.73
Israel,2022-11-04,45.19
Israel,2022-11-05,46.777
Israel,2022-11-06,51.117
Israel,2022-11-07,51.646
Israel,2022-11-08,50.693
Israel,2022-11-09,51.54
Israel,2022-11-10,55.456
Israel,2022-11-11,53.868
Israel,2022-11-12,54.291
Israel,2022-11-13,58.313
Israel,2022-11-14,59.901
Israel,2022-11-15,59.266
Israel,2022-11-16,60.43
Israel,2022-11-17,60.641
Israel,2022-11-18,60.747
Israel,2022-11-19,61.7
Israel,2022-11-20,68.896
Israel,2022-11-21,66.145
Israel,2022-11-22,66.568
Israel,2022-11-23,68.155
Israel,2022-11-24,68.261
Israel,2022-11-25,69.214
Israel,2022-11-26,70.589
Israel,2022-11-27,75.458
Israel,2022-11-28,77.045
Israel,2022-11-29,75.987
Israel,2022-11-30,75.669
Israel,2022-12-01,75.564
Israel,2022-12-02,73.764
Israel,2022-12-03,75.564
Israel,2022-12-04,83.607
Israel,2022-12-05,79.585
Israel,2022-12-06,79.585
Israel,2022-12-07,80.22
Israel,2022-12-08,79.479
Israel,2022-12-09,78.209
Israel,2022-12-10,78.104
Israel,2022-12-11,82.548
Israel,2022-12-12,76.622
Israel,2022-12-13,76.939
Israel,2022-12-14,79.056
Israel,2022-12-15,75.14
Israel,2022-12-16,73.87
Israel,2022-12-17,75.564
Israel,2022-12-18,81.384
Israel,2022-12-19,78.738
Israel,2022-12-20,77.892
Israel,2022-12-21,78.738
Israel,2022-12-22,79.373
Israel,2022-12-23,78.633
Israel,2022-12-24,77.574
Israel,2022-12-25,83.395
Israel,2022-12-26,81.173
Israel,2022-12-27,75.987
Israel,2022-12-28,75.458
Israel,2022-12-29,73.659
Israel,2022-12-30,69.425
Israel,2022-12-31,68.05
Israel,2023-01-01,74.399
Israel,2023-01-02,70.272
Israel,2023-01-03,67.097
Israel,2023-01-04,67.415
Israel,2023-01-05,68.155
Israel,2023-01-06,64.875
Israel,2023-01-07,64.663
Israel,2023-01-08,69.425
Israel,2023-01-09,68.05
Israel,2023-01-10,67.944
Israel,2023-01-11,67.732
Israel,2023-01-12,63.71
Israel,2023-01-13,60.43
Israel,2023-01-14,60.959
Israel,2023-01-15,65.933
Israel,2023-01-16,64.557
Israel,2023-01-17,62.546
Israel,2023-01-18,61.276
Israel,2023-01-19,59.266
Israel,2023-01-20,56.302
Israel,2023-01-21,55.138
Israel,2023-01-22,60.536
Israel,2023-01-23,58.525
Israel,2023-01-24,59.16
Israel,2023-01-25,60.853
Israel,2023-01-26,57.678
Israel,2023-01-27,54.08
Israel,2023-01-28,54.397
Israel,2023-01-29,57.466
Israel,2023-01-30,57.678
Israel,2023-01-31,54.821
Israel,2023-02-01,53.868
Israel,2023-02-02,51.752
Israel,2023-02-03,50.058
Israel,2023-02-04,50.693
Israel,2023-02-05,53.551
Israel,2023-02-06,51.963
Israel,2023-02-07,51.646
Israel,2023-02-08,49.952
Israel,2023-02-09,48.259
Israel,2023-02-10,45.507
Israel,2023-02-11,47.307
Israel,2023-02-12,50.693
Israel,2023-02-13,47.942
Israel,2023-02-14,47.942
Israel,2023-02-15,49.212
Israel,2023-02-16,49.741
Israel,2023-02-17,47.201
Israel,2023-02-18,48.365
Israel,2023-02-19,53.233
Israel,2023-02-20,54.926
Israel,2023-02-21,54.186
Israel,2023-02-22,54.186
Israel,2023-02-23,53.445
Israel,2023-02-24,52.281
Israel,2023-02-25,54.08
Israel,2023-02-26,58.736
Israel,2023-02-27,58.419
Israel,2023-02-28,57.89
Israel,2023-03-01,56.937
Israel,2023-03-02,56.62
Israel,2023-03-03,55.35
Israel,2023-03-04,56.726
Israel,2023-03-05,61.488
Israel,2023-03-06,59.477
Israel,2023-03-07,59.266
Israel,2023-03-08,59.16
Israel,2023-03-09,57.466
Israel,2023-03-10,55.561
Israel,2023-03-11,56.091
Israel,2023-03-12,60.853
Israel,2023-03-13,59.689
Israel,2023-03-14,59.795
Israel,2023-03-15,59.371
Israel,2023-03-16,56.302
Israel,2023-03-17,55.456
Israel,2023-03-18,54.715
Israel,2023-03-19,57.784
Israel,2023-03-20,57.043
Israel,2023-03-21,55.667
Israel,2023-03-22,53.339
Israel,2023-03-23,50.905
Israel,2023-03-24,50.693
Israel,2023-03-25,51.328
Israel,2023-03-26,52.492
Israel,2023-03-27,53.021
Israel,2023-03-28,51.857
Israel,2023-03-29,50.164
Israel,2023-03-30,50.376
Israel,2023-03-31,48.153
Israel,2023-04-01,49.529
Israel,2023-04-02,53.445
Israel,2023-04-03,52.069
Israel,2023-04-04,49.529
Israel,2023-04-05,48.153
Israel,2023-04-06,47.836
Israel,2023-04-07,49.741
Israel,2023-04-08,52.386
Israel,2023-04-09,55.773
Israel,2023-04-10,53.762
Israel,2023-04-11,52.492
Israel,2023-04-12,49.529
Israel,2023-04-13,49.952
Israel,2023-04-14,49.423
Israel,2023-04-15,49.106
Israel,2023-04-16,51.54
Israel,2023-04-17,52.386
Israel,2023-04-18,47.307
Israel,2023-04-19,46.037
Israel,2023-04-20,45.613
Israel,2023-04-21,42.968
Israel,2023-04-22,41.486
Israel,2023-04-23,41.486
Israel,2023-04-24,39.263
Israel,2023-04-25,36.406
Israel,2023-04-26,34.818
Israel,2023-04-27,36.3
Israel,2023-04-28,34.607
Israel,2023-04-29,33.019
Israel,2023-04-30,36.512
Israel,2023-05-01,33.866
Israel,2023-05-02,31.114
Israel,2023-05-03,30.585
Israel,2023-05-04,30.268
Israel,2023-05-05,28.257
Israel,2023-05-06,27.516
Israel,2023-05-07,27.199
Italy,2020-02-24,2.151
Italy,2020-02-25,2.541
Italy,2020-02-26,2.778
Italy,2020-02-27,5.149
Italy,2020-02-28,6.928
Italy,2020-02-29,8.571
Italy,2020-03-01,13.195
Italy,2020-03-02,15.38
Italy,2020-03-03,21.393
Italy,2020-03-04,27.796
Italy,2020-03-05,36.265
Italy,2020-03-06,48.376
Italy,2020-03-07,54.508
Italy,2020-03-08,71.26
Italy,2020-03-09,85.522
Italy,2020-03-10,100.191
Italy,2020-03-11,116.299
Italy,2020-03-12,132.17
Italy,2020-03-13,148.279
Italy,2020-03-14,167.521
Italy,2020-03-15,191.997
Italy,2020-03-16,218.099
Italy,2020-03-17,253.297
Italy,2020-03-18,281.516
Italy,2020-03-19,309.21
Italy,2020-03-20,316.325
Italy,2020-03-21,348.338
Italy,2020-03-22,387.127
Italy,2020-03-23,404.76
Italy,2020-03-24,429.1
Italy,2020-03-25,450.578
Italy,2020-03-26,480.458
Italy,2020-03-27,504.104
Italy,2020-03-28,517.163
Italy,2020-03-29,530.036
Italy,2020-03-30,538.234
Italy,2020-03-31,545.67
Italy,2020-04-01,549.448
Italy,2020-04-02,552.073
Italy,2020-04-03,555.732
Italy,2020-04-04,559.035
Italy,2020-04-05,557.714
Italy,2020-04-06,556.833
Italy,2020-04-07,550.667
Italy,2020-04-08,545.044
Italy,2020-04-09,542.096
Italy,2020-04-10,537.608
Italy,2020-04-11,533.983
Italy,2020-04-12,528.309
Italy,2020-04-13,529.884
Italy,2020-04-14,528.427
Italy,2020-04-15,520.381
Italy,2020-04-16,505.255
Italy,2020-04-17,484.404
Italy,2020-04-18,469.871
Italy,2020-04-19,468.652
Italy,2020-04-20,465.45
Italy,2020-04-21,450.646
Italy,2020-04-22,443.6
Italy,2020-04-23,425.797
Italy,2020-04-24,410.604
Italy,2020-04-25,400.339
Italy,2020-04-26,396.037
Italy,2020-04-27,377.879
Italy,2020-04-28,365.632
Italy,2020-04-29,355.791
Italy,2020-04-30,336.109
Italy,2020-05-01,324.319
Italy,2020-05-02,320.068
Italy,2020-05-03,317.476
Italy,2020-05-04,310.006
Italy,2020-05-05,299.759
Italy,2020-05-06,289.68
Italy,2020-05-07,279.229
Italy,2020-05-08,267.694
Italy,2020-05-09,251.84
Italy,2020-05-10,248.063
Italy,2020-05-11,246.25
Italy,2020-05-12,234.038
Italy,2020-05-13,221.3
Italy,2020-05-14,208.478
Italy,2020-05-15,196.485
Italy,2020-05-16,189.287
Italy,2020-05-17,187.559
Italy,2020-05-18,185.577
Italy,2020-05-19,181.359
Italy,2020-05-20,174.465
Italy,2020-05-21,167.843
Italy,2020-05-22,161.796
Italy,2020-05-23,156.968
Italy,2020-05-24,155.257
Italy,2020-05-25,147.804
Italy,2020-05-26,142.926
Italy,2020-05-27,139.471
Italy,2020-05-28,133.271
Italy,2020-05-29,128.207
Italy,2020-05-30,120.771
Italy,2020-05-31,115.554
Italy,2020-06-01,110.489
Italy,2020-06-02,107.118
Italy,2020-06-03,103.24
Italy,2020-06-04,98.937
Italy,2020-06-05,95.143
Italy,2020-06-06,89.689
Italy,2020-06-07,87.25
Italy,2020-06-08,84.895
Italy,2020-06-09,82.05
Italy,2020-06-10,77.392
Italy,2020-06-11,73.97
Italy,2020-06-12,69.786
Italy,2020-06-13,67.195
Italy,2020-06-14,64.417
Italy,2020-06-15,62.604
Italy,2020-06-16,58.912
Italy,2020-06-17,55.49
Italy,2020-06-18,51.408
Italy,2020-06-19,47.309
Italy,2020-06-20,44.48
Italy,2020-06-21,41.702
Italy,2020-06-22,36.672
Italy,2020-06-23,33.335
Italy,2020-06-24,29.083
Italy,2020-06-25,27.406
Italy,2020-06-26,24.747
Italy,2020-06-27,22.985
Italy,2020-06-28,21.309
Italy,2020-06-29,20.597
Italy,2020-06-30,20.038
Italy,2020-07-01,18.835
Italy,2020-07-02,17.701
Italy,2020-07-03,17.531
Italy,2020-07-04,17.125
Italy,2020-07-05,17.26
Italy,2020-07-06,17.243
Italy,2020-07-07,17.108
Italy,2020-07-08,16.43
Italy,2020-07-09,15.922
Italy,2020-07-10,15.397
Italy,2020-07-11,15.126
Italy,2020-07-12,14.296
Italy,2020-07-13,14.11
Italy,2020-07-14,14.177
Italy,2020-07-15,14.465
Italy,2020-07-16,13.602
Italy,2020-07-17,13.906
Italy,2020-07-18,13.669
Italy,2020-07-19,13.415
Italy,2020-07-20,13.415
Italy,2020-07-21,13.229
Italy,2020-07-22,13.076
Italy,2020-07-23,12.907
Italy,2020-07-24,12.856
Italy,2020-07-25,13.076
Italy,2020-07-26,13.195
Italy,2020-07-27,13.297
Italy,2020-07-28,13.364
Italy,2020-07-29,13.026
Italy,2020-07-30,13.466
Italy,2020-07-31,12.822
Italy,2020-08-01,12.67
Italy,2020-08-02,12.704
Italy,2020-08-03,13.127
Italy,2020-08-04,13.585
Italy,2020-08-05,13.635
Italy,2020-08-06,13.618
Italy,2020-08-07,13.906
Italy,2020-08-08,13.788
Italy,2020-08-09,13.686
Italy,2020-08-10,13.974
Italy,2020-08-11,14.398
Italy,2020-08-12,14.093
Italy,2020-08-13,14.245
Italy,2020-08-14,14.008
Italy,2020-08-15,13.873
Italy,2020-08-16,14.279
Italy,2020-08-17,14.703
Italy,2020-08-18,15.261
Italy,2020-08-19,15.787
Italy,2020-08-20,16.108
Italy,2020-08-21,16.735
Italy,2020-08-22,16.735
Italy,2020-08-23,17.616
Italy,2020-08-24,18.802
Italy,2020-08-25,19.039
Italy,2020-08-26,19.039
Italy,2020-08-27,20.292
Italy,2020-08-28,21.207
Italy,2020-08-29,21.122
Italy,2020-08-30,22.647
Italy,2020-08-31,23.409
Italy,2020-09-01,25.187
Italy,2020-09-02,26.187
Italy,2020-09-03,27.525
Italy,2020-09-04,29.27
Italy,2020-09-05,29.49
Italy,2020-09-06,30.76
Italy,2020-09-07,31.522
Italy,2020-09-08,32.234
Italy,2020-09-09,32.657
Italy,2020-09-10,33.877
Italy,2020-09-11,34.283
Italy,2020-09-12,36.13
Italy,2020-09-13,37.756
Italy,2020-09-14,39.28
Italy,2020-09-15,41.042
Italy,2020-09-16,42.21
Italy,2020-09-17,43.362
Italy,2020-09-18,43.955
Italy,2020-09-19,43.955
Italy,2020-09-20,43.82
Italy,2020-09-21,45.852
Italy,2020-09-22,48.156
Italy,2020-09-23,49.155
Italy,2020-09-24,50.426
Italy,2020-09-25,50.493
Italy,2020-09-26,50.697
Italy,2020-09-27,52.509
Italy,2020-09-28,54.897
Italy,2020-09-29,56.219
Italy,2020-09-30,56.354
Italy,2020-10-01,57.387
Italy,2020-10-02,58.2
Italy,2020-10-03,59.318
Italy,2020-10-04,60.809
Italy,2020-10-05,64.535
Italy,2020-10-06,66.805
Italy,2020-10-07,69.769
Italy,2020-10-08,72.547
Italy,2020-10-09,75.765
Italy,2020-10-10,80.051
Italy,2020-10-11,83.659
Italy,2020-10-12,89.316
Italy,2020-10-13,94.686
Italy,2020-10-14,101.783
Italy,2020-10-15,108.101
Italy,2020-10-16,115.452
Italy,2020-10-17,124.023
Italy,2020-10-18,133.491
Italy,2020-10-19,143.519
Italy,2020-10-20,157.934
Italy,2020-10-21,169.096
Italy,2020-10-22,181.004
Italy,2020-10-23,196.452
Italy,2020-10-24,210.29
Italy,2020-10-25,223.824
Italy,2020-10-26,241.897
Italy,2020-10-27,260.275
Italy,2020-10-28,279.771
Italy,2020-10-29,298.37
Italy,2020-10-30,317.426
Italy,2020-10-31,335.533
Italy,2020-11-01,353.013
Italy,2020-11-02,370.307
Italy,2020-11-03,395.325
Italy,2020-11-04,413.432
Italy,2020-11-05,434.419
Italy,2020-11-06,449.206
Italy,2020-11-07,469.922
Italy,2020-11-08,494.415
Italy,2020-11-09,516.367
Italy,2020-11-10,535.321
Italy,2020-11-11,550.921
Italy,2020-11-12,559.695
Italy,2020-11-13,578.345
Italy,2020-11-14,587.83
Italy,2020-11-15,600.788
Italy,2020-11-16,610.256
Italy,2020-11-17,621.402
Italy,2020-11-18,629.668
Italy,2020-11-19,632.175
Italy,2020-11-20,638.662
Italy,2020-11-21,640.627
Italy,2020-11-22,645.014
Italy,2020-11-23,652.247
Italy,2020-11-24,650.316
Italy,2020-11-25,646.386
Italy,2020-11-26,641.694
Italy,2020-11-27,634.614
Italy,2020-11-28,627.754
Italy,2020-11-29,620.487
Italy,2020-11-30,625.552
Italy,2020-12-01,617.811
Italy,2020-12-02,610.968
Italy,2020-12-03,599.094
Italy,2020-12-04,588.897
Italy,2020-12-05,570.4
Italy,2020-12-06,573.28
Italy,2020-12-07,574.313
Italy,2020-12-08,566.183
Italy,2020-12-09,558.51
Italy,2020-12-10,548.448
Italy,2020-12-11,539.098
Italy,2020-12-12,529.579
Italy,2020-12-13,523.278
Italy,2020-12-14,522.719
Italy,2020-12-15,513.996
Italy,2020-12-16,505.154
Italy,2020-12-17,495.99
Italy,2020-12-18,484.235
Italy,2020-12-19,476.782
Italy,2020-12-20,472.598
Italy,2020-12-21,472.175
Italy,2020-12-22,468.093
Italy,2020-12-23,460.216
Italy,2020-12-24,451.561
Italy,2020-12-25,440.161
Italy,2020-12-26,438.569
Italy,2020-12-27,442.956
Italy,2020-12-28,448.817
Italy,2020-12-29,443.972
Italy,2020-12-30,441.99
Italy,2020-12-31,435.418
Italy,2021-01-01,429.812
Italy,2021-01-02,432.217
Italy,2021-01-03,434.605
Italy,2021-01-04,438.637
Italy,2021-01-05,439.788
Italy,2021-01-06,436.079
Italy,2021-01-07,438.332
Italy,2021-01-08,438.704
Italy,2021-01-09,437.908
Italy,2021-01-10,441.11
Italy,2021-01-11,444.548
Italy,2021-01-12,446.293
Italy,2021-01-13,442.16
Italy,2021-01-14,434.758
Italy,2021-01-15,429.609
Italy,2021-01-16,428.609
Italy,2021-01-17,427.864
Italy,2021-01-18,430.709
Italy,2021-01-19,426.61
Italy,2021-01-20,422.274
Italy,2021-01-21,414.364
Italy,2021-01-22,407.893
Italy,2021-01-23,402.947
Italy,2021-01-24,401.592
Italy,2021-01-25,403.896
Italy,2021-01-26,401.897
Italy,2021-01-27,398.272
Italy,2021-01-28,390.701
Italy,2021-01-29,383.943
Italy,2021-01-30,377.997
Italy,2021-01-31,377.913
Italy,2021-02-01,381.317
Italy,2021-02-02,381.639
Italy,2021-02-03,376.303
Italy,2021-02-04,370.849
Italy,2021-02-05,367.851
Italy,2021-02-06,364.48
Italy,2021-02-07,362.024
Italy,2021-02-08,367.055
Italy,2021-02-09,366.801
Italy,2021-02-10,362.617
Italy,2021-02-11,356.858
Italy,2021-02-12,352.844
Italy,2021-02-13,348.287
Italy,2021-02-14,347.813
Italy,2021-02-15,348.999
Italy,2021-02-16,347.864
Italy,2021-02-17,344.137
Italy,2021-02-18,338.903
Italy,2021-02-19,336.905
Italy,2021-02-20,335.177
Italy,2021-02-21,337.04
Italy,2021-02-22,343.392
Italy,2021-02-23,346.238
Italy,2021-02-24,345.103
Italy,2021-02-25,345.967
Italy,2021-02-26,347
Italy,2021-02-27,348.728
Italy,2021-02-28,353.487
Italy,2021-03-01,362.499
Italy,2021-03-02,370.9
Italy,2021-03-03,375.592
Italy,2021-03-04,383.35
Italy,2021-03-05,387.872
Italy,2021-03-06,394.19
Italy,2021-03-07,402.27
Italy,2021-03-08,415.516
Italy,2021-03-09,425.984
Italy,2021-03-10,435.469
Italy,2021-03-11,442.194
Italy,2021-03-12,450.053
Italy,2021-03-13,459.623
Italy,2021-03-14,467.5
Italy,2021-03-15,482.66
Italy,2021-03-16,497.21
Italy,2021-03-17,505.34
Italy,2021-03-18,508.609
Italy,2021-03-19,511.912
Italy,2021-03-20,515.74
Italy,2021-03-21,523.938
Italy,2021-03-22,534.559
Italy,2021-03-23,541.588
Italy,2021-03-24,542.469
Italy,2021-03-25,542.774
Italy,2021-03-26,543.722
Italy,2021-03-27,546.365
Italy,2021-03-28,548.465
Italy,2021-03-29,557.002
Italy,2021-03-30,558.069
Italy,2021-03-31,557.104
Italy,2021-04-01,552.7
Italy,2021-04-02,548.939
Italy,2021-04-03,545.467
Italy,2021-04-04,544.315
Italy,2021-04-05,550.87
Italy,2021-04-06,560.322
Italy,2021-04-07,558.95
Italy,2021-04-08,550.735
Italy,2021-04-09,537.777
Italy,2021-04-10,529.189
Italy,2021-04-11,522.312
Italy,2021-04-12,523.769
Italy,2021-04-13,516.248
Italy,2021-04-14,505.764
Italy,2021-04-15,491.281
Italy,2021-04-16,476.121
Italy,2021-04-17,464.79
Italy,2021-04-18,456.642
Italy,2021-04-19,457.1
Italy,2021-04-20,447.275
Italy,2021-04-21,438.027
Italy,2021-04-22,425.408
Italy,2021-04-23,413.619
Italy,2021-04-24,404.235
Italy,2021-04-25,398.459
Italy,2021-04-26,397.781
Italy,2021-04-27,390.599
Italy,2021-04-28,382.317
Italy,2021-04-29,372.492
Italy,2021-04-30,364.565
Italy,2021-05-01,354.063
Italy,2021-05-02,353.487
Italy,2021-05-03,353.758
Italy,2021-05-04,348.914
Italy,2021-05-05,336.871
Italy,2021-05-06,324.794
Italy,2021-05-07,314.783
Italy,2021-05-08,305.06
Italy,2021-05-09,298.319
Italy,2021-05-10,297.862
Italy,2021-05-11,287.834
Italy,2021-05-12,275.622
Italy,2021-05-13,262.562
Italy,2021-05-14,252.551
Italy,2021-05-15,242.185
Italy,2021-05-16,235.664
Italy,2021-05-17,233.377
Italy,2021-05-18,224.061
Italy,2021-05-19,214.457
Italy,2021-05-20,202.024
Italy,2021-05-21,192.996
Italy,2021-05-22,184.933
Italy,2021-05-23,179.056
Italy,2021-05-24,175.007
Italy,2021-05-25,167.351
Italy,2021-05-26,159.153
Italy,2021-05-27,150.972
Italy,2021-05-28,141.165
Italy,2021-05-29,133.729
Italy,2021-05-30,129.613
Italy,2021-05-31,127.292
Italy,2021-06-01,121.635
Italy,2021-06-02,115.029
Italy,2021-06-03,111.946
Italy,2021-06-04,107.118
Italy,2021-06-05,101.309
Italy,2021-06-06,97.176
Italy,2021-06-07,96.024
Italy,2021-06-08,91.01
Italy,2021-06-09,85.42
Italy,2021-06-10,80.949
Italy,2021-06-11,75.765
Italy,2021-06-12,71.632
Italy,2021-06-13,69.566
Italy,2021-06-14,67.771
Italy,2021-06-15,64.993
Italy,2021-06-16,59.877
Italy,2021-06-17,56.439
Italy,2021-06-18,52.441
Italy,2021-06-19,49.087
Italy,2021-06-20,47.986
Italy,2021-06-21,47.004
Italy,2021-06-22,44.904
Italy,2021-06-23,42.075
Italy,2021-06-24,39.89
Italy,2021-06-25,37.349
Italy,2021-06-26,35.046
Italy,2021-06-27,34.504
Italy,2021-06-28,34.08
Italy,2021-06-29,32.962
Italy,2021-06-30,31.167
Italy,2021-07-01,29.829
Italy,2021-07-02,28.49
Italy,2021-07-03,27.068
Italy,2021-07-04,26.441
Italy,2021-07-05,25.882
Italy,2021-07-06,24.696
Italy,2021-07-07,23.951
Italy,2021-07-08,23.324
Italy,2021-07-09,22.63
Italy,2021-07-10,22.155
Italy,2021-07-11,21.935
Italy,2021-07-12,22.138
Italy,2021-07-13,21.766
Italy,2021-07-14,21.325
Italy,2021-07-15,21.037
Italy,2021-07-16,21.156
Italy,2021-07-17,21.563
Italy,2021-07-18,21.884
Italy,2021-07-19,22.867
Italy,2021-07-20,23.019
Italy,2021-07-21,22.935
Italy,2021-07-22,23.578
Italy,2021-07-23,24.713
Italy,2021-07-24,25.611
Italy,2021-07-25,26.593
Italy,2021-07-26,28.694
Italy,2021-07-27,30.489
Italy,2021-07-28,31.641
Italy,2021-07-29,32.589
Italy,2021-07-30,34.097
Italy,2021-07-31,34.978
Italy,2021-08-01,36.993
Italy,2021-08-02,39.28
Italy,2021-08-03,41.567
Italy,2021-08-04,43.515
Italy,2021-08-05,45.344
Italy,2021-08-06,46.174
Italy,2021-08-07,47.783
Italy,2021-08-08,49.629
Italy,2021-08-09,52.661
Italy,2021-08-10,54.237
Italy,2021-08-11,55.643
Italy,2021-08-12,56.354
Italy,2021-08-13,57.624
Italy,2021-08-14,58.827
Italy,2021-08-15,60.064
Italy,2021-08-16,63.316
Italy,2021-08-17,65.975
Italy,2021-08-18,67.771
Italy,2021-08-19,69.227
Italy,2021-08-20,70.244
Italy,2021-08-21,71.124
Italy,2021-08-22,71.802
Italy,2021-08-23,74.749
Italy,2021-08-24,76.9
Italy,2021-08-25,76.595
Italy,2021-08-26,77.273
Italy,2021-08-27,78.34
Italy,2021-08-28,78.289
Italy,2021-08-29,78.899
Italy,2021-08-30,81.508
Italy,2021-08-31,81.237
Italy,2021-09-01,80.813
Italy,2021-09-02,80.627
Italy,2021-09-03,79.949
Italy,2021-09-04,80.847
Italy,2021-09-05,81.101
Italy,2021-09-06,82.524
Italy,2021-09-07,82.49
Italy,2021-09-08,81.287
Italy,2021-09-09,81.101
Italy,2021-09-10,79.814
Italy,2021-09-11,79.001
Italy,2021-09-12,79.136
Italy,2021-09-13,80.678
Italy,2021-09-14,79.932
Italy,2021-09-15,79.068
Italy,2021-09-16,77.053
Italy,2021-09-17,76.46
Italy,2021-09-18,75.833
Italy,2021-09-19,75.528
Italy,2021-09-20,76.307
Italy,2021-09-21,75.427
Italy,2021-09-22,72.988
Italy,2021-09-23,70.379
Italy,2021-09-24,68.465
Italy,2021-09-25,67.381
Italy,2021-09-26,66.365
Italy,2021-09-27,67.33
Italy,2021-09-28,65.67
Italy,2021-09-29,63.807
Italy,2021-09-30,61.622
Italy,2021-10-01,60.08
Italy,2021-10-02,59.098
Italy,2021-10-03,57.963
Italy,2021-10-04,58.759
Italy,2021-10-05,57.607
Italy,2021-10-06,55.677
Italy,2021-10-07,54.66
Italy,2021-10-08,52.932
Italy,2021-10-09,51.815
Italy,2021-10-10,51.069
Italy,2021-10-11,51.865
Italy,2021-10-12,51.408
Italy,2021-10-13,49.443
Italy,2021-10-14,48.071
Italy,2021-10-15,47.461
Italy,2021-10-16,46.123
Italy,2021-10-17,46.327
Italy,2021-10-18,47.19
Italy,2021-10-19,47.055
Italy,2021-10-20,47.749
Italy,2021-10-21,47.343
Italy,2021-10-22,47.19
Italy,2021-10-23,47.309
Italy,2021-10-24,47.665
Italy,2021-10-25,49.409
Italy,2021-10-26,49.884
Italy,2021-10-27,50.07
Italy,2021-10-28,50.07
Italy,2021-10-29,50.934
Italy,2021-10-30,51.713
Italy,2021-10-31,52.441
Italy,2021-11-01,54.66
Italy,2021-11-02,57.201
Italy,2021-11-03,57.76
Italy,2021-11-04,58.065
Italy,2021-11-05,59.606
Italy,2021-11-06,60.385
Italy,2021-11-07,61.198
Italy,2021-11-08,63.976
Italy,2021-11-09,65.331
Italy,2021-11-10,65.552
Italy,2021-11-11,66.585
Italy,2021-11-12,67.245
Italy,2021-11-13,68.6
Italy,2021-11-14,69.532
Italy,2021-11-15,72.547
Italy,2021-11-16,75.393
Italy,2021-11-17,77.002
Italy,2021-11-18,77.764
Italy,2021-11-19,78.882
Italy,2021-11-20,80.661
Italy,2021-11-21,82.405
Italy,2021-11-22,85.641
Italy,2021-11-23,87.351
Italy,2021-11-24,88.114
Italy,2021-11-25,89.384
Italy,2021-11-26,90.688
Italy,2021-11-27,92.314
Italy,2021-11-28,94.889
Italy,2021-11-29,98.31
Italy,2021-11-30,100.106
Italy,2021-12-01,100.512
Italy,2021-12-02,101.563
Italy,2021-12-03,103.206
Italy,2021-12-04,104.341
Italy,2021-12-05,107.271
Italy,2021-12-06,112.166
Italy,2021-12-07,116.096
Italy,2021-12-08,116.706
Italy,2021-12-09,121.008
Italy,2021-12-10,123.633
Italy,2021-12-11,124.616
Italy,2021-12-12,127.478
Italy,2021-12-13,132.238
Italy,2021-12-14,135.948
Italy,2021-12-15,138.539
Italy,2021-12-16,139.826
Italy,2021-12-17,143.011
Italy,2021-12-18,144.468
Italy,2021-12-19,147.229
Italy,2021-12-20,153.936
Italy,2021-12-21,159.102
Italy,2021-12-22,161.829
Italy,2021-12-23,165.065
Italy,2021-12-24,166.843
Italy,2021-12-25,168.757
Italy,2021-12-26,174.618
Italy,2021-12-27,183.765
Italy,2021-12-28,190.286
Italy,2021-12-29,199.246
Italy,2021-12-30,204.819
Italy,2021-12-31,210.205
Italy,2022-01-01,212.78
Italy,2022-01-02,221.47
Italy,2022-01-03,231.785
Italy,2022-01-04,242.287
Italy,2022-01-05,250.553
Italy,2022-01-06,259.056
Italy,2022-01-07,272.539
Italy,2022-01-08,279.263
Italy,2022-01-09,292.052
Italy,2022-01-10,303.976
Italy,2022-01-11,317.493
Italy,2022-01-12,321.457
Italy,2022-01-13,327.182
Italy,2022-01-14,333.652
Italy,2022-01-15,339.564
Italy,2022-01-16,345.713
Italy,2022-01-17,354.775
Italy,2022-01-18,358.467
Italy,2022-01-19,358.891
Italy,2022-01-20,361.753
Italy,2022-01-21,358.958
Italy,2022-01-22,357.705
Italy,2022-01-23,360.991
Italy,2022-01-24,364.972
Italy,2022-01-25,368.037
Italy,2022-01-26,366.987
Italy,2022-01-27,364.142
Italy,2022-01-28,362.922
Italy,2022-01-29,359.5
Italy,2022-01-30,359.263
Italy,2022-01-31,364.125
Italy,2022-02-01,362.854
Italy,2022-02-02,356.96
Italy,2022-02-03,351.997
Italy,2022-02-04,346.221
Italy,2022-02-05,339.208
Italy,2022-02-06,337.565
