Entity,Day,Daily hospital occupancy per million
Bulgaria,2021-07-11,141.7
Bulgaria,2021-07-18,108.818
Bulgaria,2021-07-25,106.459
Bulgaria,2021-08-01,111.325
Bulgaria,2021-08-08,134.769
Bulgaria,2021-08-15,177.972
Bulgaria,2021-08-22,270.129
Bulgaria,2021-08-29,423.624
Bulgaria,2021-09-05,551.169
Bulgaria,2021-09-12,635.068
Bulgaria,2021-09-19,675.911
Bulgaria,2021-09-26,727.666
Bulgaria,2021-10-03,759.663
Bulgaria,2021-10-10,770.132
Bulgaria,2021-10-17,832.503
Bulgaria,2021-10-24,940.289
Bulgaria,2021-10-31,1080.072
Bulgaria,2021-11-07,1201.571
Bulgaria,2021-11-14,1257.16
Bulgaria,2021-11-21,1140.821
Bulgaria,2021-11-28,1032.298
Bulgaria,2021-12-05,954.002
Bulgaria,2021-12-12,840.761
Bulgaria,2021-12-19,731.5
Bulgaria,2021-12-26,634.035
Bulgaria,2022-01-02,610.738
Bulgaria,2022-01-09,660.134
Bulgaria,2022-01-16,772.639
Bulgaria,2022-01-23,775.44
Bulgaria,2022-01-30,788.416
Bulgaria,2022-02-06,855.063
Bulgaria,2022-02-13,925.102
Bulgaria,2022-02-20,843.562
Bulgaria,2022-02-27,720.589
Bulgaria,2022-03-06,538.488
Bulgaria,2022-03-13,417.431
Bulgaria,2022-03-20,346.36
Bulgaria,2022-03-27,303.01
Bulgaria,2022-04-03,290.624
Bulgaria,2022-04-10,215.425
Bulgaria,2022-04-17,170.6
Bulgaria,2022-04-24,145.976
Bulgaria,2022-05-01,136.834
Bulgaria,2022-05-08,118.402
Bulgaria,2022-05-15,95.253
Bulgaria,2022-05-22,84.341
Bulgaria,2022-05-29,69.302
Bulgaria,2022-06-05,54.851
Bulgaria,2022-06-12,46.004
Bulgaria,2022-06-19,39.959
Bulgaria,2022-06-26,40.254
Bulgaria,2022-07-03,49.986
Bulgaria,2022-07-10,61.487
Bulgaria,2022-07-17,67.827
Bulgaria,2022-07-24,116.486
Bulgaria,2022-07-31,141.11
Bulgaria,2022-08-07,153.348
Bulgaria,2022-08-14,156.887
Bulgaria,2022-08-21,156.15
Bulgaria,2022-08-28,135.654
Bulgaria,2022-09-04,123.121
Bulgaria,2022-09-11,109.555
Bulgaria,2022-09-18,92.156
Bulgaria,2022-09-25,81.982
Bulgaria,2022-10-02,78.886
Bulgaria,2022-10-09,88.618
Bulgaria,2022-10-16,99.824
Bulgaria,2022-10-23,104.395
Bulgaria,2022-10-30,102.773
Bulgaria,2022-11-06,97.317
Bulgaria,2022-11-13,85.374
Bulgaria,2022-11-20,79.771
Bulgaria,2022-11-27,67.68
Bulgaria,2022-12-04,57.358
Bulgaria,2022-12-11,51.902
Bulgaria,2022-12-18,57.063
Bulgaria,2022-12-25,53.082
Bulgaria,2023-01-01,51.755
Bulgaria,2023-01-08,54.114
Bulgaria,2023-01-15,54.557
Bulgaria,2023-01-22,51.165
Bulgaria,2023-01-29,46.004
Bulgaria,2023-02-05,37.6
Bulgaria,2023-02-12,31.259
Bulgaria,2023-02-19,28.605
Bulgaria,2023-02-26,28.016
Bulgaria,2023-03-05,30.965
Bulgaria,2023-03-12,34.356
Bulgaria,2023-03-19,36.568
Bulgaria,2023-03-26,34.208
Bulgaria,2023-04-02,42.908
Bulgaria,2023-04-09,50.133
Bulgaria,2023-04-16,50.575
Bulgaria,2023-04-23,50.87
Bulgaria,2023-04-30,52.64
Bulgaria,2023-05-07,48.659
Bulgaria,2023-05-14,48.364
Bulgaria,2023-05-21,43.645
Bulgaria,2023-05-28,41.139
Bulgaria,2023-06-04,36.125
Bulgaria,2023-06-11,33.914
Bulgaria,2023-06-18,32.292
Bulgaria,2023-06-25,28.016
Bulgaria,2023-07-02,25.067
Bulgaria,2023-07-09,18.579
Bulgaria,2023-07-16,14.45
Bulgaria,2023-07-23,15.777
Bulgaria,2023-07-30,14.45
Bulgaria,2023-08-06,15.187
Bulgaria,2023-08-13,15.63
Bulgaria,2023-08-20,16.957
Bulgaria,2023-08-27,18.874
Bulgaria,2023-09-03,21.233
Bulgaria,2023-09-10,23.739
Bulgaria,2023-09-17,25.361
Bulgaria,2023-09-24,29.637
Bulgaria,2023-10-01,43.94
Bulgaria,2023-10-08,50.575
Bulgaria,2023-10-15,51.902
Bulgaria,2023-10-22,64.436
Bulgaria,2023-10-29,67.532
Bulgaria,2023-11-05,66.5
Bulgaria,2023-11-12,65.763
Bulgaria,2023-11-19,58.685
Bulgaria,2023-11-26,53.672
Canada,2020-04-01,21.324
Canada,2020-04-02,16.539
Canada,2020-04-03,17.527
Canada,2020-04-04,19.426
Canada,2020-04-05,19.946
Canada,2020-04-06,37.135
Canada,2020-04-07,39.189
Canada,2020-04-08,38.825
Canada,2020-04-09,44.156
Canada,2020-04-10,45.821
Canada,2020-04-11,48.005
Canada,2020-04-12,49.175
Canada,2020-04-13,50.475
Canada,2020-04-14,52.114
Canada,2020-04-15,54.922
Canada,2020-04-16,55.416
Canada,2020-04-17,56.925
Canada,2020-04-18,57.549
Canada,2020-04-19,59.551
Canada,2020-04-20,61.502
Canada,2020-04-21,64.154
Canada,2020-04-22,67.145
Canada,2020-04-23,68.003
Canada,2020-04-24,69.173
Canada,2020-04-25,69.381
Canada,2020-04-26,70.655
Canada,2020-04-27,73.256
Canada,2020-04-28,75.544
Canada,2020-04-29,76.636
Canada,2020-04-30,75.986
Canada,2020-05-01,76.376
Canada,2020-05-02,76.116
Canada,2020-05-03,77.521
Canada,2020-05-04,78.847
Canada,2020-05-05,78.977
Canada,2020-05-06,78.353
Canada,2020-05-07,78.431
Canada,2020-05-08,76.74
Canada,2020-05-09,77.156
Canada,2020-05-10,77.234
Canada,2020-05-11,78.431
Canada,2020-05-12,78.145
Canada,2020-05-13,77.286
Canada,2020-05-14,75.674
Canada,2020-05-15,74.712
Canada,2020-05-16,72.97
Canada,2020-05-17,71.305
Canada,2020-05-18,73.308
Canada,2020-05-19,72.554
Canada,2020-05-20,70.941
Canada,2020-05-21,68.861
Canada,2020-05-22,66.807
Canada,2020-05-23,64.544
Canada,2020-05-24,63.14
Canada,2020-05-25,64.128
Canada,2020-05-26,63.114
Canada,2020-05-27,62.022
Canada,2020-05-28,59.967
Canada,2020-05-29,57.939
Canada,2020-05-30,56.067
Canada,2020-05-31,56.379
Canada,2020-06-01,55.91
Canada,2020-06-02,54.792
Canada,2020-06-03,52.946
Canada,2020-06-04,48.733
Canada,2020-06-05,46.627
Canada,2020-06-06,44.832
Canada,2020-06-07,44.078
Canada,2020-06-08,43.532
Canada,2020-06-09,42.206
Canada,2020-06-10,41.27
Canada,2020-06-11,39.735
Canada,2020-06-12,37.681
Canada,2020-06-13,35.627
Canada,2020-06-14,34.534
Canada,2020-06-15,34.144
Canada,2020-06-16,31.934
Canada,2020-06-17,30.4
Canada,2020-06-18,29.099
Canada,2020-06-19,26.889
Canada,2020-06-20,25.407
Canada,2020-06-21,25.615
Canada,2020-06-22,25.225
Canada,2020-06-23,24.601
Canada,2020-06-24,23.56
Canada,2020-06-25,23.378
Canada,2020-06-26,22.156
Canada,2020-06-27,21.428
Canada,2020-06-28,20.804
Canada,2020-06-29,20.726
Canada,2020-06-30,18.828
Canada,2020-07-01,18.593
Canada,2020-07-02,18.099
Canada,2020-07-03,17.475
Canada,2020-07-04,17.085
Canada,2020-07-05,16.877
Canada,2020-07-06,16.929
Canada,2020-07-07,16.409
Canada,2020-07-08,15.681
Canada,2020-07-09,15.733
Canada,2020-07-10,15.135
Canada,2020-07-11,15.265
Canada,2020-07-12,15.213
Canada,2020-07-13,14.615
Canada,2020-07-14,14.433
Canada,2020-07-15,14.381
Canada,2020-07-16,14.225
Canada,2020-07-17,13.939
Canada,2020-07-18,13.965
Canada,2020-07-19,13.939
Canada,2020-07-20,14.563
Canada,2020-07-21,15.239
Canada,2020-07-22,14.693
Canada,2020-07-23,12.846
Canada,2020-07-24,12.586
Canada,2020-07-25,11.988
Canada,2020-07-26,12.3
Canada,2020-07-27,12.3
Canada,2020-07-28,11.91
Canada,2020-07-29,11.546
Canada,2020-07-30,11.026
Canada,2020-07-31,10.454
Canada,2020-08-01,9.934
Canada,2020-08-02,9.96
Canada,2020-08-03,9.83
Canada,2020-08-04,9.908
Canada,2020-08-05,9.466
Canada,2020-08-06,8.868
Canada,2020-08-07,8.816
Canada,2020-08-08,8.53
Canada,2020-08-09,8.634
Canada,2020-08-10,8.192
Canada,2020-08-11,7.957
Canada,2020-08-12,7.749
Canada,2020-08-13,7.619
Canada,2020-08-14,7.697
Canada,2020-08-15,7.489
Canada,2020-08-16,7.619
Canada,2020-08-17,7.333
Canada,2020-08-18,7.255
Canada,2020-08-19,7.177
Canada,2020-08-20,7.047
Canada,2020-08-21,7.021
Canada,2020-08-22,6.527
Canada,2020-08-23,6.579
Canada,2020-08-24,6.761
Canada,2020-08-25,7.073
Canada,2020-08-26,7.437
Canada,2020-08-27,7.099
Canada,2020-08-28,6.891
Canada,2020-08-29,6.761
Canada,2020-08-30,7.229
Canada,2020-08-31,7.437
Canada,2020-09-01,7.619
Canada,2020-09-02,7.775
Canada,2020-09-03,7.463
Canada,2020-09-04,7.463
Canada,2020-09-05,6.657
Canada,2020-09-06,6.709
Canada,2020-09-07,6.735
Canada,2020-09-08,7.541
Canada,2020-09-09,7.879
Canada,2020-09-10,7.957
Canada,2020-09-11,7.853
Canada,2020-09-12,7.853
Canada,2020-09-13,8.062
Canada,2020-09-14,8.426
Canada,2020-09-15,8.53
Canada,2020-09-16,8.842
Canada,2020-09-17,8.92
Canada,2020-09-18,9.44
Canada,2020-09-19,9.57
Canada,2020-09-20,10.298
Canada,2020-09-21,10.818
Canada,2020-09-22,11.702
Canada,2020-09-23,12.222
Canada,2020-09-24,12.976
Canada,2020-09-25,13.887
Canada,2020-09-26,14.407
Canada,2020-09-27,14.719
Canada,2020-09-28,15.655
Canada,2020-09-29,16.721
Canada,2020-09-30,17.449
Canada,2020-10-01,17.319
Canada,2020-10-02,17.969
Canada,2020-10-03,18.437
Canada,2020-10-04,19.53
Canada,2020-10-05,20.622
Canada,2020-10-06,21.766
Canada,2020-10-07,23.092
Canada,2020-10-08,23.664
Canada,2020-10-09,23.716
Canada,2020-10-10,23.404
Canada,2020-10-11,24.497
Canada,2020-10-12,24.809
Canada,2020-10-13,26.187
Canada,2020-10-14,26.993
Canada,2020-10-15,28.059
Canada,2020-10-16,27.643
Canada,2020-10-17,27.877
Canada,2020-10-18,28.423
Canada,2020-10-19,28.761
Canada,2020-10-20,29.333
Canada,2020-10-21,29.49
Canada,2020-10-22,30.4
Canada,2020-10-23,30.374
Canada,2020-10-24,31.31
Canada,2020-10-25,31.856
Canada,2020-10-26,32.844
Canada,2020-10-27,33.702
Canada,2020-10-28,33.936
Canada,2020-10-29,34.248
Canada,2020-10-30,34.3
Canada,2020-10-31,34.56
Canada,2020-11-01,35.913
Canada,2020-11-02,37.655
Canada,2020-11-03,38.409
Canada,2020-11-04,38.487
Canada,2020-11-05,39.631
Canada,2020-11-06,39.917
Canada,2020-11-07,40.1
Canada,2020-11-08,42.622
Canada,2020-11-09,44.104
Canada,2020-11-10,46.159
Canada,2020-11-11,47.381
Canada,2020-11-12,49.539
Canada,2020-11-13,50.085
Canada,2020-11-14,50.605
Canada,2020-11-15,51.698
Canada,2020-11-16,54.064
Canada,2020-11-17,55.78
Canada,2020-11-18,55.988
Canada,2020-11-19,55.936
Canada,2020-11-20,56.197
Canada,2020-11-21,58.511
Canada,2020-11-22,59.863
Canada,2020-11-23,62.698
Canada,2020-11-24,63.608
Canada,2020-11-25,65.064
Canada,2020-11-26,69.901
Canada,2020-11-27,71.201
Canada,2020-11-28,72.242
Canada,2020-11-29,73.23
Canada,2020-11-30,76.61
Canada,2020-12-01,79.471
Canada,2020-12-02,81.395
Canada,2020-12-03,82.8
Canada,2020-12-04,84.594
Canada,2020-12-05,85.712
Canada,2020-12-06,87.948
Canada,2020-12-07,90.107
Canada,2020-12-08,90.419
Canada,2020-12-09,89.483
Canada,2020-12-10,91.303
Canada,2020-12-11,91.407
Canada,2020-12-12,91.381
Canada,2020-12-13,94.944
Canada,2020-12-14,98.689
Canada,2020-12-15,98.558
Canada,2020-12-16,98.246
Canada,2020-12-17,97.466
Canada,2020-12-18,97.674
Canada,2020-12-19,98.532
Canada,2020-12-20,100.977
Canada,2020-12-21,102.537
Canada,2020-12-22,102.121
Canada,2020-12-23,100.925
Canada,2020-12-24,99.677
Canada,2020-12-25,104.176
Canada,2020-12-26,108.596
Canada,2020-12-27,112.159
Canada,2020-12-28,114.916
Canada,2020-12-29,119.544
Canada,2020-12-30,119.96
Canada,2020-12-31,119.648
Canada,2021-01-01,120.143
Canada,2021-01-02,122.925
Canada,2021-01-03,126.046
Canada,2021-01-04,128.828
Canada,2021-01-05,129.53
Canada,2021-01-06,130.727
Canada,2021-01-07,130.44
Canada,2021-01-08,129.218
Canada,2021-01-09,130.05
Canada,2021-01-10,133.275
Canada,2021-01-11,135.303
Canada,2021-01-12,135.927
Canada,2021-01-13,135.459
Canada,2021-01-14,133.977
Canada,2021-01-15,130.753
Canada,2021-01-16,128.672
Canada,2021-01-17,129.712
Canada,2021-01-18,129.816
Canada,2021-01-19,127.762
Canada,2021-01-20,125.448
Canada,2021-01-21,123.029
Canada,2021-01-22,121.157
Canada,2021-01-23,117.724
Canada,2021-01-24,117.516
Canada,2021-01-25,115.358
Canada,2021-01-26,112.575
Canada,2021-01-27,110.131
Canada,2021-01-28,108.18
Canada,2021-01-29,103.889
Canada,2021-01-30,101.315
Canada,2021-01-31,100.873
Canada,2021-02-01,97.258
Canada,2021-02-02,97.908
Canada,2021-02-03,94.398
Canada,2021-02-04,90.965
Canada,2021-02-05,87.818
Canada,2021-02-06,85.608
Canada,2021-02-07,86.05
Canada,2021-02-08,84.256
Canada,2021-02-09,82.461
Canada,2021-02-10,79.003
Canada,2021-02-11,75.908
Canada,2021-02-12,73.776
Canada,2021-02-13,72.606
Canada,2021-02-14,72.268
Canada,2021-02-15,71.201
Canada,2021-02-16,71.747
Canada,2021-02-17,69.303
Canada,2021-02-18,67.847
Canada,2021-02-19,66.156
Canada,2021-02-20,65.064
Canada,2021-02-21,65.116
Canada,2021-02-22,64.44
Canada,2021-02-23,64.622
Canada,2021-02-24,62.438
Canada,2021-02-25,61.554
Canada,2021-02-26,59.889
Canada,2021-02-27,59.317
Canada,2021-02-28,59.317
Canada,2021-03-01,59.941
Canada,2021-03-02,58.927
Canada,2021-03-03,58.693
Canada,2021-03-04,57.757
Canada,2021-03-05,57.237
Canada,2021-03-06,56.587
Canada,2021-03-07,57.861
Canada,2021-03-08,56.847
Canada,2021-03-09,58.303
Canada,2021-03-10,57.575
Canada,2021-03-11,58.095
Canada,2021-03-12,57.445
Canada,2021-03-13,57.939
Canada,2021-03-14,59.213
Canada,2021-03-15,58.901
Canada,2021-03-16,58.875
Canada,2021-03-17,59.551
Canada,2021-03-18,59.759
Canada,2021-03-19,60.227
Canada,2021-03-20,61.111
Canada,2021-03-21,61.45
Canada,2021-03-22,64.102
Canada,2021-03-23,64.336
Canada,2021-03-24,63.972
Canada,2021-03-25,65.766
Canada,2021-03-26,65.194
Canada,2021-03-27,65.87
Canada,2021-03-28,67.587
Canada,2021-03-29,69.407
Canada,2021-03-30,69.927
Canada,2021-03-31,71.071
Canada,2021-04-01,71.383
Canada,2021-04-02,73.334
Canada,2021-04-03,75.882
Canada,2021-04-04,78.275
Canada,2021-04-05,82.331
Canada,2021-04-06,83.06
Canada,2021-04-07,85.01
Canada,2021-04-08,86.83
Canada,2021-04-09,88.937
Canada,2021-04-10,92.811
Canada,2021-04-11,96.582
Canada,2021-04-12,99.911
Canada,2021-04-13,102.823
Canada,2021-04-14,103.837
Canada,2021-04-15,106.776
Canada,2021-04-16,109.767
Canada,2021-04-17,112.237
Canada,2021-04-18,115.93
Canada,2021-04-19,116.424
Canada,2021-04-20,118.452
Canada,2021-04-21,118.4
Canada,2021-04-22,118.556
Canada,2021-04-23,118.01
Canada,2021-04-24,119.128
Canada,2021-04-25,120.169
Canada,2021-04-26,119.596
Canada,2021-04-27,119.284
Canada,2021-04-28,116.684
Canada,2021-04-29,116.112
Canada,2021-04-30,114.786
Canada,2021-05-01,115.566
Canada,2021-05-02,116.658
Canada,2021-05-03,113.979
Canada,2021-05-04,111.535
Canada,2021-05-05,109.767
Canada,2021-05-06,106.724
Canada,2021-05-07,105.138
Canada,2021-05-08,104.566
Canada,2021-05-09,105.294
Canada,2021-05-10,102.329
Canada,2021-05-11,102.745
Canada,2021-05-12,101.549
Canada,2021-05-13,100.431
Canada,2021-05-14,96.452
Canada,2021-05-15,95.828
Canada,2021-05-16,96.686
Canada,2021-05-17,93.592
Canada,2021-05-18,91.797
Canada,2021-05-19,89.171
Canada,2021-05-20,86.44
Canada,2021-05-21,85.868
Canada,2021-05-22,81.733
Canada,2021-05-23,82.227
Canada,2021-05-24,80.823
Canada,2021-05-25,79.055
Canada,2021-05-26,76.454
Canada,2021-05-27,72.866
Canada,2021-05-28,69.615
Canada,2021-05-29,67.847
Canada,2021-05-30,66.885
Canada,2021-05-31,63.348
Canada,2021-06-01,62.074
Canada,2021-06-02,59.057
Canada,2021-06-03,56.171
